MarketDate,ClosingPrice,SettlementPrice
2019-02-13,579.00,580.00
2019-02-14,582.00,576.50
2019-02-15,580.00,580.00
2019-02-18,586.50,588.00
2019-02-19,592.00,592.00
2019-02-20,585.50,585.00
2019-02-21,580.50,583.50
2019-02-22,583.50,574.00
2019-02-25,567.00,578.50
2019-02-26,562.50,562.50
2019-02-27,556.50,561.00
2019-02-28,568.50,564.50
2019-03-01,584.50,574.50
2019-03-04,584.50,589.00
2019-03-05,581.00,578.00
2019-03-06,570.00,578.00
2019-03-07,585.50,578.00
2019-03-08,575.00,580.00
2019-03-11,559.50,563.00
2019-03-12,573.00,566.00
2019-03-13,564.50,569.50
2019-03-14,580.00,575.00
2019-03-15,578.50,574.50
2019-03-18,593.50,591.50
2019-03-19,596.00,600.00
2019-03-20,564.00,572.50
2019-03-21,566.00,565.00
2019-03-22,567.50,565.50
2019-03-25,564.50,567.50
2019-03-26,560.50,567.00
2019-03-27,566.00,566.00
2019-03-28,561.00,563.50
2019-03-29,589.50,576.00
2019-04-01,603.00,592.50
2019-04-02,611.00,606.50
2019-04-03,629.50,625.00
2019-04-04,627.00,626.50
2019-04-08,653.50,646.00
2019-04-09,648.00,652.00
2019-04-10,651.00,647.00
2019-04-11,654.50,649.00
2019-04-12,653.50,652.00
2019-04-15,653.00,653.50
2019-04-16,632.50,645.50
2019-04-17,621.00,625.50
2019-04-18,620.00,620.00
2019-04-19,621.50,619.00
2019-04-22,627.00,632.50
2019-04-23,629.00,629.00
2019-04-24,619.00,622.00
2019-04-25,616.00,620.50
2019-04-26,618.50,620.00
2019-04-29,634.00,626.00
2019-04-30,639.00,634.50
2019-05-06,638.00,633.50
2019-05-07,652.00,650.50
2019-05-08,643.00,644.00
2019-05-09,644.50,640.50
2019-05-10,655.50,647.00
2019-05-13,653.50,654.50
2019-05-14,644.50,652.00
2019-05-15,660.00,649.50
2019-05-16,680.50,671.00
2019-05-17,707.00,695.50
2019-05-20,711.50,707.50
2019-05-21,717.00,704.00
2019-05-22,728.00,722.00
2019-05-23,728.50,729.50
2019-05-24,732.00,727.50
2019-05-27,761.00,753.50
2019-05-28,756.50,760.00
2019-05-29,748.00,741.00
2019-05-30,737.00,739.00
2019-05-31,727.00,734.50
2019-06-03,709.00,716.00
2019-06-04,720.50,715.50
2019-06-05,719.50,718.50
2019-06-06,712.50,707.00
2019-06-10,729.50,717.50
2019-06-11,760.50,745.00
2019-06-12,764.00,769.50
2019-06-13,781.50,766.50
2019-06-14,783.50,787.50
2019-06-17,768.50,769.50
2019-06-18,786.00,767.50
2019-06-19,806.50,800.00
2019-06-20,831.00,813.50
2019-06-21,820.00,822.50
2019-06-24,813.50,808.00
2019-06-25,798.50,806.00
2019-06-26,804.00,795.50
2019-06-27,821.50,821.50
2019-06-28,838.50,833.50
2019-07-01,873.00,855.50
2019-07-02,900.00,886.50
2019-07-03,908.50,902.00
2019-07-04,868.00,881.00
2019-07-05,829.50,845.00
2019-07-08,861.00,846.00
2019-07-09,880.50,883.00
2019-07-10,881.00,877.00
2019-07-11,866.50,873.00
2019-07-12,873.00,874.50
2019-07-15,895.00,884.00
2019-07-16,905.00,910.00
2019-07-17,899.50,894.00
2019-07-18,889.00,895.00
2019-07-19,916.00,899.50
2019-07-22,885.00,895.50
2019-07-23,880.00,883.50
2019-07-24,860.00,861.50
2019-07-25,871.50,862.50
2019-07-26,892.00,881.00
2019-07-29,885.00,885.50
2019-07-30,906.00,900.00
2019-07-31,897.50,904.50
2019-08-01,886.00,893.50
2019-08-02,866.00,871.00
2019-08-05,803.00,833.00
2019-08-06,780.50,792.50
2019-08-07,760.50,765.50
2019-08-08,759.50,767.00
2019-08-09,738.00,746.50
2019-08-12,727.50,713.00
2019-08-13,711.50,715.50
2019-08-14,729.50,727.50
2019-08-15,723.50,725.50
2019-08-16,737.00,731.00
2019-08-19,733.50,736.00
2019-08-20,726.00,728.50
2019-08-21,710.50,713.50
2019-08-22,692.50,691.00
2019-08-23,715.50,702.50
2019-08-26,700.00,709.50
2019-08-27,693.50,699.00
2019-08-28,700.00,691.00
2019-08-29,701.00,701.00
2019-08-30,725.00,719.50
2019-09-02,747.00,736.00
2019-09-03,767.00,758.00
2019-09-04,782.00,778.00
2019-09-05,790.00,792.50
2019-09-06,778.50,783.00
2019-09-09,800.00,791.00
2019-09-10,809.50,794.00
2019-09-11,857.00,816.50
2019-09-12,835.50,836.00
2019-09-16,902.50,761.00
2019-09-17,552.50,552.50
2019-09-18,537.50,537.00
2019-09-19,523.00,530.00
2019-09-20,509.50,512.50
2019-09-23,520.00,512.00
2019-09-24,512.00,518.00
2019-09-25,513.00,514.00
2019-09-26,516.00,515.50
2019-09-27,520.00,519.50
2019-09-30,529.50,527.00
2019-10-08,522.50,521.50
2019-10-09,515.50,520.50
2019-10-10,525.00,519.50
2019-10-11,530.50,526.00
2019-10-14,517.50,526.50
2019-10-15,527.00,521.00
2019-10-16,518.50,520.50
2019-10-17,521.50,515.00
2019-10-18,524.00,520.00
2019-10-21,518.50,519.00
2019-10-22,519.50,518.00
2019-10-23,521.00,522.00
2019-10-24,527.50,523.50
2019-10-25,532.00,528.00
2019-10-28,529.50,535.00
2019-10-29,527.50,527.50
2019-10-30,530.00,526.50
2019-10-31,528.50,530.00
2019-11-01,531.00,529.50
2019-11-04,527.50,528.50
2019-11-05,530.50,528.50
2019-11-06,529.00,531.50
2019-11-07,525.50,528.50
2019-11-08,521.50,522.50
2019-11-11,517.50,519.50
2019-11-12,525.50,522.50
2019-11-13,521.50,522.50
2019-11-14,528.00,524.50
2019-11-15,538.50,537.50
2019-11-18,538.00,539.00
2019-11-19,542.00,537.50
2019-11-20,544.00,547.00
2019-11-21,549.00,545.00
2019-11-22,556.00,551.50
2019-11-25,571.00,563.50
2019-11-26,566.00,567.00
2019-11-27,554.50,557.00
2019-11-28,560.00,555.50
2019-11-29,557.00,558.00
2019-12-02,559.50,551.50
2019-12-03,562.00,561.00
2019-12-04,571.50,566.00
2019-12-05,571.00,572.50
2019-12-06,574.50,572.00
2019-12-09,606.00,598.00
2019-12-10,603.50,608.00
2019-12-11,613.00,606.50
2019-12-12,608.50,607.50
2019-12-13,610.00,606.50
2019-12-16,601.00,607.00
2019-12-17,591.00,595.50
2019-12-18,591.00,592.50
2019-12-19,604.00,597.00
2019-12-20,591.50,595.50
2019-12-23,596.50,597.00
2019-12-24,600.00,598.00
2019-12-25,595.50,599.00
2019-12-26,595.00,592.00
2019-12-27,594.00,596.00
2019-12-30,596.00,598.00
2019-12-31,603.00,600.50
2020-01-02,607.00,607.00
2020-01-03,613.00,611.00
2020-01-06,615.00,612.00
2020-01-07,615.50,614.50
2020-01-08,629.50,625.00
2020-01-09,612.00,620.00
2020-01-10,612.50,613.00
2020-01-13,610.00,611.50
2020-01-14,621.50,617.50
2020-01-15,616.00,619.00
2020-01-16,612.00,617.00
2020-01-17,619.50,618.00
2020-01-20,621.00,621.50
2020-01-21,621.00,619.50
2020-01-22,625.50,618.00
2020-01-23,605.00,612.00
2020-02-03,563.50,572.00
2020-02-04,574.50,567.00
2020-02-05,566.50,569.00
2020-02-06,584.50,577.00
2020-02-07,582.50,581.50
2020-02-10,580.00,579.50
2020-02-11,596.00,595.00
2020-02-12,605.00,602.00
2020-02-13,607.00,604.50
2020-02-14,608.00,606.00
2020-02-17,627.50,614.50
2020-02-18,625.00,624.50
2020-02-19,630.00,627.00
2020-02-20,647.00,638.00
2020-02-21,648.50,643.50
2020-02-24,642.00,643.50
2020-02-25,642.00,637.00
2020-02-26,623.00,631.00
2020-02-27,616.00,617.50
2020-02-28,602.00,602.00
2020-03-02,631.00,620.50
2020-03-03,626.50,632.50
2020-03-04,634.00,630.00
2020-03-05,635.50,636.00
2020-03-06,621.50,628.00
2020-03-09,611.50,605.50
2020-03-10,630.50,623.00
2020-03-11,620.50,628.00
2020-03-12,627.50,622.50
2020-03-13,633.50,619.00
2020-03-16,618.00,623.50
2020-03-17,621.00,617.00
2020-03-18,623.50,629.00
2020-03-19,615.00,603.50
2020-03-20,591.00,599.50
2020-03-23,564.00,567.00
2020-03-24,588.50,573.00
2020-03-25,598.00,594.50
2020-03-26,593.00,593.00
2020-03-27,588.00,592.00
2020-03-30,570.00,572.50
2020-03-31,574.50,573.00
2020-04-01,557.50,561.50
2020-04-02,577.50,560.00
2020-04-03,568.00,569.00
2020-04-07,569.50,567.00
2020-04-08,584.00,578.50
2020-04-09,597.50,592.50
2020-04-10,599.50,596.50
2020-04-13,596.00,599.50
2020-04-14,606.50,605.00
2020-04-15,606.50,608.00
2020-04-16,606.00,604.00
2020-04-17,612.00,613.50
2020-04-20,620.00,619.50
2020-04-21,602.00,606.00
2020-04-22,613.00,603.50
2020-04-23,604.50,609.50
2020-04-24,607.00,607.00
2020-04-27,602.00,605.00
2020-04-28,594.50,599.00
2020-04-29,595.50,595.00
2020-04-30,610.00,607.00
2020-05-06,610.50,611.00
2020-05-07,623.00,617.00
2020-05-08,633.00,632.00
2020-05-11,630.00,632.00
2020-05-12,638.00,632.00
2020-05-13,645.50,640.50
2020-05-14,647.50,646.50
2020-05-15,668.00,656.00
2020-05-18,691.50,686.00
2020-05-19,711.00,698.00
2020-05-20,704.50,707.50
2020-05-21,722.00,711.00
2020-05-22,716.50,723.00
2020-05-25,721.50,720.00
2020-05-26,698.50,706.50
2020-05-27,706.00,696.50
2020-05-28,710.50,706.50
2020-05-29,752.00,729.00
2020-06-01,752.50,756.50
2020-06-02,757.00,752.00
2020-06-03,755.00,753.00
2020-06-04,737.00,753.00
2020-06-05,746.00,742.00
2020-06-08,783.00,777.50
2020-06-09,769.50,770.50
2020-06-10,759.50,763.50
2020-06-11,759.00,762.50
2020-06-12,777.00,762.50
2020-06-15,762.50,773.00
2020-06-16,781.00,776.00
2020-06-17,766.50,773.00
2020-06-18,765.00,767.00
2020-06-19,768.00,770.50
2020-06-22,753.50,759.50
2020-06-23,757.00,755.50
2020-06-24,771.00,765.00
2020-06-29,736.00,748.00
2020-06-30,744.50,744.00
2020-07-01,742.00,741.50
2020-07-02,738.50,741.50
2020-07-03,746.50,744.00
2020-07-06,750.50,747.00
2020-07-07,767.00,764.00
2020-07-08,788.00,781.00
2020-07-09,789.00,791.00
2020-07-10,790.50,791.00
2020-07-13,829.00,818.50
2020-07-14,838.50,832.50
2020-07-15,837.00,833.50
2020-07-16,826.50,829.50
2020-07-17,826.00,819.50
2020-07-20,817.00,818.50
2020-07-21,841.00,832.00
2020-07-22,841.50,848.00
2020-07-23,845.50,845.50
2020-07-24,827.50,831.00
2020-07-27,814.50,821.00
2020-07-28,820.00,822.50
2020-07-29,841.50,831.50
2020-07-30,840.00,838.50
2020-07-31,849.50,837.50
2020-08-03,873.00,861.50
2020-08-04,890.00,884.50
2020-08-05,888.00,884.50
2020-08-06,910.00,905.50
2020-08-07,896.00,899.50
2020-08-10,894.00,890.50
2020-08-11,900.50,904.50
2020-08-12,907.00,894.00
2020-08-13,904.50,902.50
2020-08-14,918.50,910.50
2020-08-17,898.50,901.00
2020-08-18,912.00,906.00
2020-08-19,915.50,915.50
2020-08-20,914.50,913.50
2020-08-21,920.50,920.00
2020-08-24,916.50,918.00
2020-08-25,910.00,914.50
2020-08-26,911.50,906.00
2020-08-27,906.50,908.50
2020-08-28,930.50,918.50
2020-08-31,918.50,935.50
2020-09-01,931.50,927.50
2020-09-02,931.50,929.00
2020-09-03,940.00,939.00
2020-09-04,942.00,941.50
2020-09-07,940.00,963.50
2020-09-08,931.00,946.00
2020-09-09,953.00,937.00
2020-09-10,944.50,938.50
2020-09-11,960.00,941.00
2020-09-14,935.00,942.50
2020-09-15,719.00,729.50
2020-09-16,693.00,708.00
2020-09-17,686.00,689.50
2020-09-18,699.00,695.50
2020-09-21,678.50,684.00
2020-09-22,673.00,674.50
2020-09-23,670.00,668.00
2020-09-24,670.50,670.00
2020-09-25,669.00,667.50
2020-09-28,671.50,672.50
2020-09-29,679.50,674.00
2020-09-30,702.50,691.00
2020-10-09,722.50,715.00
2020-10-12,715.00,717.00
2020-10-13,708.50,711.50
2020-10-14,699.00,702.00
2020-10-15,684.50,690.00
2020-10-16,692.00,685.00
2020-10-19,694.00,695.50
2020-10-20,698.00,696.00
2020-10-21,701.50,697.00
2020-10-22,699.00,700.50
2020-10-23,681.50,692.50
2020-10-26,668.50,675.00
2020-10-27,674.00,672.00
2020-10-28,685.00,676.00
2020-10-29,679.50,680.50
2020-10-30,693.50,685.50
2020-11-02,698.50,695.50
2020-11-03,686.50,690.00
2020-11-04,683.50,687.50
2020-11-05,679.00,680.00
2020-11-06,684.00,684.00
2020-11-09,700.50,699.50
2020-11-10,701.00,709.00
2020-11-11,711.00,710.00
2020-11-12,711.00,713.50
2020-11-13,709.50,707.50
2020-11-16,719.50,712.50
2020-11-17,730.50,723.50
2020-11-18,729.00,728.00
2020-11-19,736.50,739.00
2020-11-20,739.00,738.50
2020-11-23,734.00,738.00
2020-11-24,736.00,737.50
2020-11-25,750.50,743.00
2020-11-26,769.00,760.50
2020-11-27,779.00,776.50
2020-11-30,786.50,784.50
2020-12-01,787.50,783.50
2020-12-02,800.00,794.50
2020-12-03,811.00,807.50
2020-12-04,833.00,816.00
2020-12-07,854.50,844.00
2020-12-08,863.00,865.00
2020-12-09,867.00,857.00
2020-12-10,926.00,905.00
2020-12-11,948.50,955.00
2020-12-14,921.50,934.00
2020-12-15,939.00,927.00
2020-12-16,951.00,947.00
2020-12-17,965.00,954.50
2020-12-18,1014.50,986.50
2020-12-21,1079.00,1043.00
2020-12-22,999.00,1029.50
2020-12-23,950.00,951.50
2020-12-24,963.00,973.50
2020-12-25,993.00,964.50
2020-12-28,960.50,972.50
2020-12-29,942.50,952.00
2020-12-30,919.50,909.00
2020-12-31,923.50,918.00
2021-01-04,946.50,931.00
2021-01-05,971.00,962.00
2021-01-06,968.50,964.50
2021-01-07,997.00,979.50
2021-01-08,1003.00,999.50
2021-01-11,983.50,983.00
2021-01-12,985.00,969.50
2021-01-13,969.00,973.50
2021-01-14,984.00,970.50
2021-01-15,979.50,987.50
2021-01-18,996.00,982.50
2021-01-19,974.00,979.50
2021-01-20,983.00,978.00
2021-01-21,983.50,976.50
2021-01-22,971.50,977.00
2021-01-25,969.50,964.00
2021-01-26,952.00,965.50
2021-01-27,961.00,957.50
2021-01-28,909.00,934.00
2021-01-29,914.50,910.00
2021-02-01,898.50,912.50
2021-02-02,851.50,877.50
2021-02-03,856.50,855.50
2021-02-04,889.00,866.50
2021-02-05,899.00,895.50
2021-02-08,916.00,907.00
2021-02-09,948.00,932.00
2021-02-10,950.00,940.50
2021-02-18,998.00,989.00
2021-02-19,1009.50,1003.50
2021-02-22,1019.00,1019.00
2021-02-23,994.00,1007.00
2021-02-24,1009.50,998.00
2021-02-25,1004.50,1007.00
2021-02-26,1020.00,1011.00
2021-03-01,1010.00,1015.00
2021-03-02,1025.50,1010.00
2021-03-03,1025.00,1022.50
2021-03-04,1042.00,1036.50
2021-03-05,1006.00,1014.00
2021-03-08,1013.50,1020.00
2021-03-09,918.00,968.50
2021-03-10,914.50,917.00
2021-03-11,958.50,933.50
2021-03-12,923.00,939.00
2021-03-15,901.00,897.00
2021-03-16,924.00,922.50
2021-03-17,917.00,914.00
2021-03-18,929.00,924.00
2021-03-19,876.00,904.00
2021-03-22,853.50,860.50
2021-03-23,874.50,867.00
2021-03-24,884.00,876.00
2021-03-25,905.00,898.50
2021-03-26,932.50,911.00
2021-03-29,975.50,954.50
2021-03-30,967.00,959.50
2021-03-31,931.00,949.00
2021-04-01,975.50,962.00
2021-04-02,979.00,977.00
2021-04-06,971.00,977.00
2021-04-07,993.50,988.00
2021-04-08,982.50,983.00
2021-04-09,979.00,988.50
2021-04-12,1014.00,990.00
2021-04-13,1022.50,1015.50
2021-04-14,1011.50,1012.50
2021-04-15,1048.50,1036.50
2021-04-16,1046.00,1051.50
2021-04-19,1060.00,1062.00
2021-04-20,1100.00,1085.50
2021-04-21,1100.50,1096.50
2021-04-22,1091.50,1091.50
2021-04-23,1104.50,1097.00
2021-04-26,1144.50,1137.00
2021-04-27,1158.50,1150.50
2021-04-28,1138.50,1136.00
2021-04-29,1126.50,1130.50
2021-04-30,1088.50,1108.50
2021-05-06,1184.00,1153.00
2021-05-07,1226.50,1205.50
2021-05-10,1326.00,1285.00
2021-05-11,1306.50,1300.00
2021-05-12,1337.00,1315.00
2021-05-13,1216.50,1268.00
2021-05-14,1173.00,1186.50
2021-05-17,1197.50,1191.00
2021-05-18,1242.50,1232.50
2021-05-19,1192.50,1211.50
2021-05-20,1142.50,1135.00
2021-05-21,1096.50,1122.50
2021-05-24,1064.00,1058.50
2021-05-25,1058.00,1058.50
2021-05-26,994.50,1035.00
2021-05-27,1046.50,1021.00
2021-05-28,1063.00,1050.50
2021-05-31,1106.00,1090.00
2021-06-01,1169.50,1137.00
2021-06-02,1168.50,1172.00
2021-06-03,1194.00,1190.50
2021-06-04,1168.50,1169.50
2021-06-07,1118.00,1157.50
2021-06-08,1149.00,1130.00
2021-06-09,1175.00,1170.00
2021-06-10,1178.00,1177.50
2021-06-11,1247.00,1214.50
2021-06-15,1225.50,1216.00
2021-06-16,1197.50,1211.00
2021-06-17,1223.50,1205.00
2021-06-18,1203.00,1229.00
2021-06-21,1121.00,1170.50
2021-06-22,1139.00,1128.00
2021-06-23,1173.00,1154.50
2021-06-24,1164.50,1170.50
2021-06-25,1185.00,1171.50
2021-06-28,1196.00,1184.50
2021-06-29,1153.00,1173.50
2021-06-30,1165.00,1153.50
2021-07-01,1166.00,1173.50
2021-07-02,1182.50,1161.00
2021-07-05,1225.00,1197.00
2021-07-06,1231.00,1231.50
2021-07-07,1244.00,1223.50
2021-07-08,1187.50,1208.00
2021-07-09,1163.00,1171.50
2021-07-12,1188.50,1186.00
2021-07-13,1225.00,1210.00
2021-07-14,1219.50,1214.50
2021-07-15,1234.00,1218.00
2021-07-16,1241.00,1243.50
2021-07-19,1225.00,1229.50
2021-07-20,1233.00,1221.00
2021-07-21,1174.00,1202.00
2021-07-22,1138.00,1147.00
2021-07-23,1124.00,1126.50
2021-07-26,1136.50,1141.50
2021-07-27,1109.50,1135.00
2021-07-28,1137.50,1132.50
2021-07-29,1114.50,1118.00
2021-07-30,1027.00,1063.00
2021-08-02,1054.00,1042.00
2021-08-03,1062.50,1061.50
2021-08-04,1067.00,1057.50
2021-08-05,1007.00,1032.50
2021-08-06,1003.00,1002.00
2021-08-09,959.50,970.00
2021-08-10,959.50,952.50
2021-08-11,993.00,979.50
2021-08-12,966.50,973.00
2021-08-13,975.00,965.50
2021-08-16,971.00,968.00
2021-08-17,968.00,973.00
2021-08-18,936.00,953.00
2021-08-19,870.00,891.50
2021-08-20,890.00,879.50
2021-08-23,887.50,895.00
2021-08-24,946.00,919.00
2021-08-25,926.00,936.00
2021-08-26,943.50,948.00
2021-08-27,953.50,951.00
2021-08-30,947.50,960.50
2021-08-31,909.00,933.50
2021-09-01,880.00,889.00
2021-09-02,895.00,888.50
2021-09-03,910.00,902.00
2021-09-06,880.00,887.00
2021-09-07,851.00,891.50
2021-09-08,805.00,808.50
2021-09-09,820.00,805.50
2021-09-10,847.00,832.00
2021-09-13,769.00,851.50
2021-09-14,916.00,884.50
2021-09-15,623.50,634.00
2021-09-16,615.50,618.00
2021-09-17,581.50,591.00
2021-09-22,612.00,591.00
2021-09-23,613.00,612.50
2021-09-24,630.00,623.50
2021-09-27,645.00,640.50
2021-09-28,629.00,628.50
2021-09-29,649.50,638.50
2021-09-30,668.00,673.00
2021-10-08,692.50,685.50
2021-10-11,731.00,709.50
2021-10-12,711.00,718.50
2021-10-13,675.50,700.00
2021-10-14,680.00,675.00
2021-10-15,672.00,672.00
2021-10-18,658.00,659.50
2021-10-19,658.00,658.00
2021-10-20,661.50,663.50
2021-10-21,607.50,648.00
2021-10-22,641.50,629.50
2021-10-25,637.00,642.00
2021-10-26,655.50,646.00
2021-10-27,656.00,648.50
2021-10-28,638.00,631.50
2021-10-29,608.50,619.00
2021-11-01,591.50,598.00
2021-11-02,544.00,561.00
2021-11-03,569.00,564.00
2021-11-04,557.00,555.50
2021-11-05,543.00,542.00
2021-11-08,552.50,547.50
2021-11-09,542.50,545.00
2021-11-10,523.00,524.00
2021-11-11,553.00,540.00
2021-11-12,535.00,541.50
2021-11-15,533.00,537.50
2021-11-16,543.00,541.50
2021-11-17,536.00,538.00
2021-11-18,514.00,524.00
2021-11-19,533.50,524.00
2021-11-22,554.50,538.00
2021-11-23,570.50,570.00
2021-11-24,599.50,585.50
2021-11-25,593.50,598.50
2021-11-26,568.00,578.00
2021-11-29,608.50,592.50
2021-11-30,602.50,607.50
2021-12-01,622.00,617.50
2021-12-02,600.00,615.00
2021-12-03,604.50,598.00
2021-12-06,606.00,609.00
2021-12-07,648.00,638.50
2021-12-08,642.00,649.00
2021-12-09,624.00,627.00
2021-12-10,622.00,621.00
2021-12-13,650.00,637.50
2021-12-14,629.50,640.50
2021-12-15,620.00,630.50
2021-12-16,641.50,633.50
2021-12-17,647.00,652.50
2021-12-20,644.00,656.00
2021-12-21,671.50,666.50
2021-12-22,662.50,667.00
2021-12-23,655.00,651.50
2021-12-24,670.00,665.50
2021-12-27,646.00,655.50
2021-12-28,637.00,640.00
2021-12-29,629.00,629.50
2021-12-30,637.00,641.50
2021-12-31,646.00,642.50
2022-01-04,653.50,646.00
2022-01-05,659.00,653.00
2022-01-06,682.00,676.00
2022-01-07,687.00,680.50
2022-01-10,669.50,678.00
2022-01-11,693.50,684.00
2022-01-12,708.00,701.00
2022-01-13,698.50,710.00
2022-01-14,698.00,696.00
2022-01-17,677.00,683.50
2022-01-18,686.50,677.50
2022-01-19,711.00,705.50
2022-01-20,715.50,713.50
2022-01-21,727.00,725.50
2022-01-24,714.50,731.50
2022-01-25,737.00,722.50
2022-01-26,743.50,735.00
2022-01-27,739.50,740.50
2022-01-28,790.00,764.00
2022-02-07,779.00,776.00
2022-02-08,785.50,794.00
2022-02-09,750.00,763.50
2022-02-10,786.50,769.50
2022-02-11,769.50,797.00
2022-02-14,745.50,744.50
2022-02-15,670.50,694.50
2022-02-16,691.50,683.50
2022-02-17,661.50,671.00
2022-02-18,668.00,659.00
2022-02-21,679.50,663.00
2022-02-22,658.50,679.00
2022-02-23,680.00,677.00
2022-02-24,686.00,683.00
2022-02-25,662.00,668.00
2022-02-28,686.00,678.50
2022-03-01,717.00,701.00
2022-03-02,732.00,725.00
2022-03-03,774.50,765.50
2022-03-04,793.50,790.50
2022-03-07,849.50,823.50
2022-03-08,826.50,825.50
2022-03-09,795.00,818.00
2022-03-10,787.50,772.50
2022-03-11,804.00,798.50
2022-03-14,752.50,780.50
2022-03-15,744.00,753.50
2022-03-16,792.50,761.50
2022-03-17,802.50,795.00
2022-03-18,825.50,817.00
2022-03-21,825.50,821.50
2022-03-22,795.50,814.50
2022-03-23,818.50,804.00
2022-03-24,812.50,821.00
2022-03-25,847.50,833.00
2022-03-28,870.00,863.00
2022-03-29,867.50,869.00
2022-03-30,895.00,868.00
2022-03-31,897.00,895.00
2022-04-01,926.00,907.00
2022-04-06,926.50,928.00
2022-04-07,900.00,912.50
2022-04-08,918.50,910.00
2022-04-11,868.50,886.00
2022-04-12,925.00,897.00
2022-04-13,884.00,900.50
2022-04-14,901.50,890.00
2022-04-15,915.50,914.00
2022-04-18,922.00,917.00
2022-04-19,887.00,914.00
2022-04-20,898.00,901.50
2022-04-21,904.00,903.00
2022-04-22,881.00,890.00
2022-04-25,794.50,830.00
2022-04-26,809.00,805.50
2022-04-27,826.50,822.50
2022-04-28,851.50,834.50
2022-04-29,869.50,855.50
2022-05-05,871.50,869.50
2022-05-06,825.00,856.00
2022-05-09,806.50,812.50
2022-05-10,779.00,779.50
2022-05-11,821.00,807.00
2022-05-12,796.00,815.00
2022-05-13,823.00,803.50
2022-05-16,834.50,821.50
2022-05-17,829.00,835.00
2022-05-18,791.00,816.50
2022-05-19,818.00,800.00
2022-05-20,842.50,827.00
2022-05-23,863.50,861.00
2022-05-24,830.50,849.00
2022-05-25,852.00,840.50
2022-05-26,834.00,827.00
2022-05-27,863.50,854.00
2022-05-30,878.00,874.50
2022-05-31,892.50,895.50
2022-06-01,905.50,901.50
2022-06-02,935.50,919.00
2022-06-06,925.00,934.00
2022-06-07,928.50,931.00
2022-06-08,926.50,927.50
2022-06-09,924.50,930.50
2022-06-10,914.50,920.50
2022-06-13,903.50,902.50
2022-06-14,901.50,895.50
2022-06-15,867.00,889.50
2022-06-16,867.50,873.00
2022-06-17,821.50,838.00
2022-06-20,746.00,773.00
2022-06-21,749.00,754.50
2022-06-22,709.50,731.50
2022-06-23,749.50,729.00
2022-06-24,736.00,745.50
2022-06-27,775.00,761.00
2022-06-28,809.00,785.50
2022-06-29,803.50,809.00
2022-06-30,791.00,802.50
2022-07-01,747.50,764.00
2022-07-04,719.50,732.50
2022-07-05,742.50,733.50
2022-07-06,747.00,728.00
2022-07-07,756.50,750.50
2022-07-08,755.50,766.00
2022-07-11,741.00,744.00
2022-07-12,707.00,721.00
2022-07-13,732.00,714.00
2022-07-14,695.50,717.00
2022-07-15,645.00,664.50
2022-07-18,679.00,663.00
2022-07-19,656.50,668.00
2022-07-20,665.50,659.00
2022-07-21,657.00,657.50
2022-07-22,681.00,664.00
2022-07-25,711.00,709.00
2022-07-26,748.50,727.00
2022-07-27,744.50,740.50
2022-07-28,793.50,768.00
2022-07-29,782.00,780.50
2022-08-01,787.00,795.50
2022-08-02,807.00,793.00
2022-08-03,786.50,794.50
2022-08-04,756.50,770.50
2022-08-05,780.50,768.50
2022-08-08,796.50,791.00
2022-08-09,786.50,795.50
2022-08-10,792.50,790.50
2022-08-11,810.50,801.50
2022-08-12,801.50,801.00
2022-08-15,788.00,793.50
2022-08-16,789.50,787.00
2022-08-17,760.00,777.00
2022-08-18,758.50,764.00
2022-08-19,756.50,759.00
2022-08-22,758.00,761.50
2022-08-23,775.00,766.50
2022-08-24,783.50,776.50
2022-08-25,779.50,782.50
2022-08-26,803.00,793.00
2022-08-29,790.00,792.50
2022-08-30,768.00,781.50
2022-08-31,772.00,768.00
2022-09-01,767.00,770.50
2022-09-02,750.00,751.00
2022-09-05,764.50,753.50
2022-09-06,770.00,775.00
2022-09-07,760.00,768.00
2022-09-08,780.00,773.00
2022-09-09,789.50,786.00
2022-09-13,810.00,803.00
2022-09-14,803.00,803.00
2022-09-15,797.50,768.00
2022-09-16,639.50,639.50
2022-09-19,636.00,644.00
2022-09-20,628.50,636.50
2022-09-21,636.00,627.50
2022-09-22,645.50,640.00
2022-09-23,649.50,647.50
2022-09-26,639.00,640.00
2022-09-27,646.50,643.50
2022-09-28,643.50,648.00
2022-09-29,657.50,653.50
2022-09-30,658.00,657.50
2022-10-10,672.50,672.50
2022-10-11,656.00,661.50
2022-10-12,650.00,650.50
2022-10-13,634.50,642.00
2022-10-14,641.00,641.00
2022-10-17,626.50,628.50
2022-10-18,624.00,622.00
2022-10-19,622.50,624.50
2022-10-20,605.00,613.00
2022-10-21,612.50,615.50
2022-10-24,613.00,615.50
2022-10-25,606.00,606.50
2022-10-26,599.50,606.00
2022-10-27,585.50,596.50
2022-10-28,573.00,582.00
2022-10-31,558.50,563.00
2022-11-01,579.00,567.00
2022-11-02,578.50,578.00
2022-11-03,579.50,579.00
2022-11-04,599.00,589.00
2022-11-07,603.00,603.00
2022-11-08,619.50,611.50
2022-11-09,628.50,626.50
2022-11-10,626.50,622.50
2022-11-11,650.50,645.50
2022-11-14,665.00,668.00
2022-11-15,672.50,671.00
2022-11-16,683.50,684.00
2022-11-17,690.00,680.00
2022-11-18,690.50,689.50
2022-11-21,672.00,672.50
2022-11-22,658.50,667.00
